,person_1,person_2
428,542,74
429,950,138
430,590,891
431,731,306
432,157,679
433,120,858
434,309,513
435,244,524
436,680,600
437,271,437
438,756,943
439,437,628
440,565,417
441,576,750
442,523,790
443,880,942
444,163,442
445,850,220
446,110,983
447,741,548
448,945,285
449,294,497
450,705,319
451,374,44
452,175,464
453,945,174
454,884,996
455,399,974
456,485,440
457,190,901
458,502,308
459,529,737
460,237,39
461,354,754
462,653,961
463,310,95
464,696,91
465,602,309
466,71,303
467,44,445
468,561,594
469,95,744
470,721,413
471,94,928
472,918,165
473,821,143
474,978,202
475,236,107
476,559,690
477,507,671
478,597,132
479,901,400
480,672,352
481,240,694
482,202,776
483,30,858
484,801,371
485,649,329
486,223,882
487,387,169
488,550,537
489,553,608
490,418,750
491,334,467
492,978,835
493,288,862
494,600,405
495,579,619
496,611,912
497,188,840
498,39,127
499,870,491
500,30,484
501,702,686
502,598,984
503,850,434
504,649,97
505,433,412
506,237,958
507,688,94
508,140,384
509,675,676
510,395,489
511,737,88
512,283,90
513,402,621
514,515,497
515,911,797
516,74,440
517,917,939
518,287,95
519,876,485
520,92,985
521,176,750
522,938,198
523,134,870
524,194,68
525,278,475
526,43,495
527,23,486
528,696,977
529,389,240
530,474,39
531,110,626
532,134,790
533,112,154
534,437,162
535,377,440
536,219,987
537,13,823
538,924,983
539,552,343
540,401,875
541,284,642
542,644,433
543,7,905
544,106,158
545,354,605
546,925,894
547,684,51
548,565,449
549,264,949
550,312,630
551,507,874
552,388,867
553,341,898
554,523,688
555,956,179
556,61,206
557,374,186
558,130,424
559,671,32
560,99,467
561,579,534
562,192,962
563,950,318
564,559,932
565,282,558
566,255,599
567,886,825
568,754,13
569,513,727
570,148,780
571,115,214
572,95,793
573,936,248
574,103,959
575,491,195
576,950,433
577,223,628
578,736,341
579,223,682
580,521,569
581,801,752
582,478,997
583,164,46
584,559,132
585,77,902
586,664,448
587,750,521
588,112,377
589,396,249
590,372,117
591,184,882
592,507,87
593,818,31
594,140,413
595,607,875
596,863,886
597,868,706
598,592,602
599,996,542
600,539,595
601,489,296
602,643,464
603,335,475
604,536,419
605,639,951
606,489,626
607,53,642
608,549,805
609,801,769
610,708,261
611,282,574
612,863,355
613,44,379
614,294,92
615,587,508
616,30,321
617,148,841
618,190,371
619,100,869
620,327,147
621,494,71
622,388,558
623,489,3
624,746,572
625,702,58
626,757,169
627,243,920
628,666,81
629,237,856
630,507,295
631,51,749
632,738,146
633,106,796
634,257,419
635,157,414
636,971,899
637,449,137
638,567,232
639,43,865
640,541,681
641,402,820
642,72,838
643,156,848
644,72,303
645,952,739
646,209,142
647,810,858
648,989,589
649,801,761
650,624,835
651,280,933
652,450,192
653,697,492
654,837,278
655,867,566
656,876,310
657,718,128
658,863,670
659,354,743
660,599,193
661,846,589
662,394,566
663,734,418
664,549,951
665,739,556
666,103,154
667,731,21
668,140,305
669,869,755
670,237,256
671,353,122
672,158,525
673,571,621
674,822,107
675,93,660
676,280,162
677,93,888
678,372,802
679,611,752
680,92,166
681,376,253
682,45,401
683,607,463
684,112,651
685,801,954
686,638,267
687,607,819
688,237,73
689,583,230
690,322,805
691,451,521
692,35,989
693,938,685
694,151,428
695,989,214
696,341,306
697,480,697
698,243,238
699,192,281
700,303,776
701,223,227
702,719,273
703,980,845
704,288,61
705,682,579
706,418,673
707,612,965
708,417,180
709,292,738
710,870,523
711,610,722
712,830,305
713,565,49
714,526,920
715,284,86
716,223,473
717,556,534
718,806,143
719,375,155
720,439,34
721,695,436
722,207,98
723,229,608
724,89,803
725,469,978
726,645,682
727,169,888
728,548,471
729,728,707
730,208,709
731,592,588
732,380,712
733,190,468
734,860,698
735,465,365
736,114,636
737,449,885
738,671,511
739,279,743
740,617,159
741,138,302
742,550,179
743,330,187
744,938,101
745,110,32
746,42,516
747,670,224
748,121,919
749,235,185
750,978,329
751,82,724
752,950,820
753,607,842
754,983,142
755,503,556
756,280,891
757,879,620
758,181,51
759,192,993
760,247,67
761,140,408
762,830,963
763,235,323
764,489,572
765,962,434
766,272,993
767,705,475
768,696,207
769,102,337
770,607,896
771,738,845
772,44,13
773,651,421
774,644,366
775,240,222
776,333,168
777,907,107
778,254,626
779,40,408
780,801,482
781,954,573
782,95,392
783,29,62
784,381,444
785,801,757
786,174,599
787,332,407
788,536,903
789,705,760
790,752,531
791,763,744
792,565,129
793,5,940
794,316,260
795,36,304
796,670,412
797,190,158
798,648,329
799,959,542
800,777,601
801,29,813
802,515,389
803,868,749
804,876,400
805,880,365
806,19,642
807,509,368
808,852,432
809,377,681
810,175,953
811,496,332
812,976,987
813,79,964
814,889,844
815,918,53
816,846,796
817,853,100
818,174,646
819,506,32
820,806,434
821,863,433
822,280,776
823,911,634
824,295,108
825,837,367
826,229,514
827,173,651
828,525,17
829,874,749
830,905,864
831,368,662
832,721,783
833,432,852
834,752,82
835,333,761
836,321,358
837,237,753
838,257,364
839,327,742
840,556,708
841,826,335
842,469,574
843,357,131
844,876,282
845,236,758
846,244,592
847,925,433
848,810,782
849,861,904
850,188,636
851,208,52
852,728,699
853,853,574
854,59,570
855,728,994
856,449,579
857,445,550
858,227,828
859,556,58
860,675,528
861,154,74
862,309,869
863,896,64
864,479,406
865,607,869
866,996,681
867,119,567
868,138,894
869,536,546
870,872,214
871,244,508
872,330,769
873,741,505
874,346,401
875,5,791
876,996,885
877,221,382
878,341,770
879,374,520
880,509,510
881,469,452
882,93,668
883,801,280
884,450,877
885,427,318
886,481,632
887,651,39
888,193,260
889,112,958
890,308,312
891,556,911
892,846,731
893,714,378
894,689,461
895,728,98
896,237,515
897,461,253
898,868,269
899,961,939
900,597,187
901,793,997
902,257,722
903,711,755
904,419,931
905,649,440
906,389,269
907,204,716
908,734,600
909,976,765
910,556,86
911,846,736
912,43,832
913,25,260
914,908,66
915,236,697
916,131,286
917,205,927
918,354,380
919,719,198
920,996,584
921,110,425
922,489,979
923,27,119
924,828,609
925,552,984
926,92,252
927,672,298
928,73,208
929,688,377
930,424,1
931,830,666
932,489,566
933,954,505
934,43,879
935,333,949
936,556,97
937,237,469
938,84,26
939,963,81
940,939,949
941,119,786
942,822,983
943,738,51
944,237,762
945,922,14
946,496,553
947,73,909
948,852,759
949,281,619
950,600,480
951,82,100
952,521,680
953,607,556
954,705,912
955,381,708
956,645,371
957,791,996
958,236,425
959,156,773
960,287,845
961,507,344
962,884,400
963,783,747
964,705,420
965,568,368
966,220,783
967,503,894
968,349,654
969,512,77
970,590,764
971,469,84
972,599,363
973,540,462
974,591,279
975,205,902
976,892,13
977,901,940
978,525,107
979,937,103
980,30,408
981,511,53
982,853,558
983,676,997
984,579,89
985,871,215
986,134,537
987,154,380
988,853,997
989,333,375
990,976,630
991,103,170
992,821,41
993,354,786
994,153,391
995,541,852
996,171,603
997,25,36
998,197,955
999,567,571
1000,332,116
1001,172,301
1002,381,163
1003,806,132
1004,843,198
1005,599,417
1006,850,621
1007,205,65
1008,793,938
1009,74,712
1010,61,851
1011,798,261
1012,979,918
1013,917,392
1014,425,335
1015,95,889
1016,374,18
1017,36,356
1018,175,414
1019,107,31
1020,645,321
1021,615,63
1022,395,845
1023,77,672
1024,168,306
1025,612,337
1026,533,861
1027,973,712
1028,806,690
1029,110,586
1030,206,654
1031,806,338
1032,374,381
1033,924,511
1034,853,282
1035,950,409
1036,589,891
1037,244,548
1038,222,225
1039,395,425
1040,261,546
1041,438,544
1042,222,819
1043,901,486
1044,538,338
1045,974,85
1046,477,230
1047,176,932
1048,198,609
1049,536,954
1050,237,696
1051,556,646
1052,382,869
1053,604,783
1054,396,11
1055,828,558
1056,621,932
1057,995,849
1058,270,380
1059,449,397
1060,945,492
1061,213,227
1062,559,260
1063,805,216
1064,541,4
1065,157,904
1066,672,5
1067,846,715
1068,354,162
1069,132,598
1070,30,476
1071,815,908
1072,556,57
1073,489,475
1074,225,185
1075,294,716
1076,201,722
1077,417,363
1078,868,598
1079,950,559
1080,551,991
1081,559,31
1082,876,842
1083,795,420
1084,575,765
1085,19,88
1086,718,125
1087,409,200
1088,739,869
1089,23,338
1090,974,858
1091,417,193
1092,208,53
1093,591,985
1094,519,759
1095,991,315
1096,894,497
1097,956,13
1098,418,982
1099,80,174
1100,589,75
1101,688,848
1102,652,269
1103,333,306
1104,550,382
1105,102,614
1106,973,279
1107,94,959
1108,573,548
1109,186,848
1110,97,207
1111,222,625
1112,876,396
1113,333,766
1114,938,813
1115,513,578
1116,442,362
1117,803,823
1118,437,825
1119,163,813
1120,123,54
1121,188,694
1122,843,558
1123,747,500
1124,736,475
1125,83,261
1126,801,103
1127,815,417
1128,562,626
1129,612,171
1130,186,900
1131,449,15
1132,235,416
1133,593,922
1134,804,363
1135,503,387
1136,600,295
1137,618,475
1138,448,308
1139,571,225
1140,931,974
1141,565,794
1142,243,577
1143,964,339
1144,27,610
1145,308,630
1146,131,472
1147,881,277
1148,297,339
1149,83,856
1150,722,339
1151,670,125
1152,850,238
1153,275,460
1154,512,369
1155,599,899
1156,198,928
1157,556,39
1158,600,251
1159,295,424
1160,444,172
1161,291,342
1162,518,232
1163,310,572
1164,15,691
1165,146,760
1166,291,425
1167,140,735
1168,699,997
1169,872,269
1170,215,195
1171,316,495
1172,531,593
1173,781,149
1174,670,824
1175,719,764
1176,648,198
1177,221,675
1178,88,423
1179,571,224
1180,668,851
1181,516,899
1182,728,207
1183,934,622
1184,903,988
1185,271,733
1186,547,142
1187,110,740
1188,905,940
1189,185,318
1190,469,13
1191,120,820
1192,190,716
1193,343,109
1194,294,989
1195,489,82
1196,871,768
1197,905,983
1198,552,945
1199,607,44
1200,653,957
1201,715,802
1202,236,165
1203,428,867
1204,839,803
1205,216,53
1206,645,54
1207,388,231
1208,995,770
1209,561,112
1210,345,414
1211,489,7
1212,853,701
1213,728,410
1214,708,69
1215,478,959
1216,978,910
1217,611,186
1218,30,952
1219,438,75
1220,72,457
1221,578,550
1222,262,668
1223,186,381
1224,496,353
1225,670,426
1226,728,112
1227,373,796
1228,43,291
1229,141,866
1230,779,163
1231,92,201
1232,275,749
1233,858,224
1234,64,446
1235,27,337
1236,252,970
1237,465,501
1238,308,523
1239,729,502
1240,452,867
1241,460,758
1242,327,410
1243,950,422
1244,941,488
1245,197,682
1246,186,369
1247,112,992
1248,631,741
1249,96,625
1250,515,270
1251,805,749
1252,689,647
1253,289,69
1254,667,492
1255,798,928
1256,210,969
1257,556,474
1258,476,164
1259,732,498
1260,524,995
1261,516,160
1262,910,842
1263,921,694
1264,591,584
1265,213,798
1266,616,677
1267,163,310
1268,734,680
1269,441,858
1270,541,453
1271,746,767
1272,901,683
1273,103,440
1274,580,851
1275,607,596
1276,92,920
1277,806,64
1278,875,515
1279,332,15
1280,782,559
1281,474,320
1282,611,618
1283,970,510
1284,198,54
1285,757,891
1286,785,863
1287,645,862
1288,738,871
1289,815,582
1290,959,814
1291,923,791
1292,656,329
1293,69,842
1294,45,926
1295,674,15
1296,801,186
1297,449,81
1298,575,515
1299,688,452
1300,791,851
1301,859,489
1302,588,26
1303,138,720
1304,604,407
1305,845,758
1306,76,321
1307,573,69
1308,806,709
1309,309,39
1310,576,176
1311,43,367
1312,592,164
1313,148,28
1314,506,980
1315,184,776
1316,674,799
1317,123,654
1318,82,700
1319,996,68
1320,754,800
1321,237,96
1322,196,12
1323,242,4
1324,688,6
1325,261,997
1326,797,911
1327,224,31
1328,688,994
1329,668,103
1330,79,986
1331,643,644
1332,197,346
1333,566,995
1334,223,713
1335,316,693
1336,950,259
1337,25,874
1338,697,969
1339,950,577
1340,330,715
1341,911,340
1342,395,95
1343,147,515
1344,489,457
1345,395,832
1346,204,651
1347,728,724
1348,722,166
1349,800,479
1350,247,934
1351,425,845
1352,611,306
1353,465,609
1354,720,269
1355,801,634
1356,738,827
1357,512,104
1358,50,651
1359,243,385
1360,801,826
1361,875,169
1362,27,82
1363,924,290
1364,673,907
1365,806,127
1366,567,260
1367,402,25
1368,788,538
1369,507,275
1370,438,44
1371,506,217
1372,675,546
1373,176,193
1374,235,434
1375,580,989
1376,938,76
1377,589,879
1378,103,914
1379,255,460
1380,852,479
1381,649,377
1382,592,476
1383,135,643
1384,423,164
1385,449,21
1386,893,757
1387,684,253
1388,423,997
1389,282,329
1390,175,15
1391,911,312
1392,349,823
1393,184,812
1394,643,497
1395,884,791
1396,176,31
1397,536,64
1398,951,216
1399,512,770
1400,915,70
1401,753,113
1402,314,834
1403,226,915
1404,190,132
1405,992,436
1406,757,457
1407,131,199
1408,223,701
1409,378,714
1410,793,361
1411,135,324
1412,424,390
1413,84,478
1414,978,574
1415,125,185
1416,333,846
1417,815,398
1418,979,139
1419,976,782
1420,195,119
1421,999,387
1422,958,762
1423,552,415
1424,889,279
1425,139,817
1426,597,901
1427,691,102
1428,623,10
1429,657,840
1430,970,474
1431,343,576
1432,55,758
1433,736,43
1434,138,780
1435,459,962
1436,780,559
1437,310,678
1438,310,881
1439,741,681
1440,106,917
1441,979,217
1442,556,124
1443,628,933
1444,223,994
1445,906,290
1446,94,712
1447,846,770
1448,889,900
1449,316,143
1450,62,360
1451,578,579
1452,387,479
1453,561,315
1454,556,225
1455,1,130
1456,736,826
1457,564,639
1458,113,974
1459,600,108
1460,876,307
1461,599,907
1462,103,919
1463,561,380
1464,188,644
1465,101,755
1466,788,54
1467,567,418
1468,449,320
1469,957,589
1470,950,920
1471,606,434
1472,735,806
1473,592,678
1474,525,940
1475,92,329
1476,867,772
1477,800,803
1478,540,730
1479,398,363
1480,889,927
1481,517,11
1482,106,851
1483,389,858
1484,523,995
1485,996,338
1486,788,101
1487,824,433
1488,730,447
1489,852,851
1490,310,512
1491,989,497
1492,876,947
1493,316,516
1494,218,905
1495,592,842
1496,903,914
1497,387,891
1498,140,390
1499,457,676
1500,47,918
1501,612,161
1502,309,570
1503,950,757
1504,948,416
1505,980,780
1506,353,224
1507,561,741
1508,820,577
1509,357,662
1510,889,800
1511,822,415
1512,175,455
1513,240,49
1514,999,97
1515,451,836
1516,226,567
1517,262,879
1518,92,26
1519,961,393
1520,832,637
1521,223,273
1522,287,531
1523,950,716
1524,897,58
1525,156,406
1526,915,424
1527,67,965
1528,846,335
1529,597,189
1530,520,803
1531,905,489
1532,385,243
1533,449,647
1534,449,164
1535,425,968
1536,845,980
1537,668,326
1538,691,858
1539,94,74
1540,157,644
1541,818,394
1542,829,68
1543,536,288
1544,868,366
1545,264,978
1546,239,428
1547,184,773
1548,850,625
1549,291,881
1550,648,687
1551,571,780
1552,463,273
1553,449,114
1554,112,742
1555,254,322
1556,634,11
1557,705,393
1558,861,126
1559,759,497
1560,391,296
1561,374,95
1562,395,291
1563,186,486
1564,156,497
1565,879,867
1566,223,891
1567,556,893
1568,779,486
1569,705,341
1570,402,180
1571,95,828
1572,930,281
1573,901,769
1574,734,159
1575,863,427
1576,645,578
1577,735,1
1578,592,533
1579,284,9
1580,571,904
1581,876,4
1582,195,371
1583,931,847
1584,709,208
1585,289,400
1586,791,529
1587,978,338
1588,29,202
1589,668,303
1590,461,248
1591,207,676
1592,244,321
1593,556,771
1594,106,486
1595,897,526
1596,489,627
1597,72,326
1598,821,257
1599,526,610
1600,982,562
1601,186,976
1602,197,875
1603,531,736
1604,939,690
1605,140,555
1606,449,513
1607,294,256
1608,190,397
1609,789,224
1610,402,411
1611,607,309
1612,789,657
1613,232,652
1614,23,6
1615,188,171
1616,261,584
1617,634,573
1618,183,484
1619,644,204
1620,36,442
1621,670,966
1622,720,355
1623,399,860
1624,80,180
1625,589,283
1626,70,31
1627,110,260
1628,950,387
1629,154,645
1630,349,803
1631,918,692
1632,911,388
1633,252,965
1634,373,772
1635,131,298
1636,207,90
1637,671,158
1638,621,243
1639,192,510
1640,192,328
1641,979,488
1642,961,325
1643,512,326
1644,571,358
1645,106,454
1646,655,461
1647,702,509
1648,671,963
1649,660,101
1650,396,848
1651,349,200
1652,83,288
1653,728,753
1654,401,98
1655,308,39
1656,226,181
1657,22,372
1658,519,266
1659,756,234
1660,809,398
1661,469,497
1662,777,866
1663,850,225
1664,513,985
1665,552,659
1666,194,279
1667,617,693
1668,112,770
1669,241,518
1670,186,828
1671,425,905
1672,496,981
1673,727,221
1674,295,907
1675,92,426
1676,589,520
1677,976,521
1678,89,426
1679,571,625
1680,687,154
1681,873,866
1682,449,627
1683,806,556
1684,536,321
1685,754,520
1686,961,461
1687,673,690
1688,533,880
1689,83,573
1690,578,324
1691,798,541
1692,95,525
1693,502,499
1694,837,372
1695,981,903
1696,724,770
1697,395,361
1698,957,902
1699,278,495
1700,875,250
1701,905,456
1702,736,585
1703,660,504
1704,567,627
1705,781,484
1706,496,878
1707,672,452
1708,668,902
1709,461,52
1710,101,463
1711,649,853
1712,932,125
1713,750,60
1714,113,433
1715,237,50
1716,470,353
1717,964,79
1718,653,253
1719,381,607
1720,372,746
1721,148,534
1722,709,941
1723,599,749
1724,316,394
1725,801,602
1726,996,776
1727,735,783
1728,34,455
1729,220,608
1730,197,379
1731,425,7
1732,863,933
1733,689,260
1734,426,185
1735,399,966
1736,396,775
1737,224,459
1738,445,13
1739,73,521
1740,247,547
1741,160,939
1742,599,174
1743,611,8
1744,445,727
1745,921,877
1746,875,739
1747,184,609
1748,839,515
1749,93,648
1750,978,29
1751,819,127
1752,513,682
1753,449,485
1754,992,168
1755,852,68
1756,244,819
1757,297,228
1758,766,630
1759,638,573
1760,436,865
1761,237,735
1762,167,679
1763,925,459
1764,704,301
1765,42,881
1766,814,286
1767,660,532
1768,872,464
1769,478,97
1770,982,424
1771,607,578
1772,345,974
1773,735,811
1774,257,608
1775,806,414
1776,868,589
1777,503,133
1778,575,120
1779,979,109
1780,449,318
1781,972,319
1782,354,794
1783,593,660
1784,148,879
1785,579,847
1786,110,677
1787,270,39
1788,55,447
1789,186,560
1790,49,508
1791,395,884
1792,861,820
1793,850,126
1794,728,18
1795,160,380
1796,275,239
1797,561,170
1798,213,54
1799,867,949
1800,436,795
1801,256,426
1802,561,998
1803,536,96
1804,450,742
1805,966,318
1806,22,581
1807,933,891
1808,587,930
1809,202,520
1810,298,947
1811,95,465
1812,327,610
1813,237,727
1814,30,634
1815,655,746
1816,906,899
1817,88,928
1818,140,874
1819,119,537
1820,518,224
1821,778,860
1822,294,589
1823,237,944
1824,552,108
1825,72,851
1826,376,899
1827,571,474
1828,815,390
1829,778,299
1830,893,882
1831,675,359
1832,806,66
1833,645,360
1834,782,435
1835,580,879
1836,971,772
1837,974,433
1838,663,192
1839,165,506
1840,667,276
1841,536,928
1842,77,6
1843,533,321
1844,409,654
1845,270,662
1846,148,434
1847,336,834
1848,556,515
1849,777,836
1850,728,593
1851,140,248
1852,374,938
1853,728,69
1854,294,235
1855,978,853
1856,417,425
1857,688,46
1858,170,178
1859,570,896
1860,503,800
1861,33,283
1862,270,228
1863,567,671
1864,967,856
1865,36,31
1866,941,407
1867,671,805
1868,556,618
1869,469,594
1870,567,411
1871,469,588
1872,735,34
1873,979,595
1874,670,148
1875,649,519
1876,110,239
1877,26,443
1878,438,892
1879,323,311
1880,820,824
1881,29,870
1882,515,825
1883,181,646
1884,718,32
1885,599,275
1886,284,167
1887,461,486
1888,96,753
1889,861,510
1890,163,465
1891,213,742
1892,989,759
1893,223,469
1894,978,776
1895,61,888
1896,756,187
1897,237,929
1898,551,365
1899,381,310
1900,720,230
1901,830,353
1902,678,609
1903,806,634
1904,279,896
1905,83,64
1906,449,949
1907,612,691
1908,922,926
1909,889,998
1910,769,760
1911,175,157
1912,43,795
1913,839,764
1914,821,521
1915,398,322
1916,139,979
1917,750,80
1918,517,168
1919,400,766
1920,605,743
1921,503,76
1922,236,659
1923,287,616
1924,374,884
1925,589,839
1926,830,200
1927,449,670
1928,830,860
1929,567,642
1930,319,211
1931,516,278
1932,507,525
1933,47,390
1934,938,998
1935,374,554
1936,55,874
1937,428,268
1938,131,224
1939,241,281
1940,190,851
1941,537,856
1942,85,820
1943,73,24
1944,646,447
1945,950,984
1946,895,19
1947,788,828
1948,437,875
1949,357,412
1950,396,862
1951,838,891
1952,51,490
1953,294,625
1954,272,788
1955,806,937
1956,623,500
1957,203,869
1958,89,497
1959,688,97
1960,592,856
1961,77,786
1962,237,496
1963,959,828
1964,264,422
1965,536,526
1966,728,793
1967,216,749
1968,897,129
1969,697,215
1970,696,641
1971,399,433
1972,388,525
1973,395,616
1974,242,520
1975,289,996
1976,881,779
1977,612,332
1978,525,143
1979,599,916
1980,853,927
1981,717,224
1982,310,431
1983,140,521
1984,294,182
1985,509,662
1986,526,49
1987,140,782
1988,815,176
1989,40,145
1990,353,318
1991,476,786
1992,42,212
1993,85,113
1994,222,661
1995,846,525
1996,957,215
1997,553,127
1998,950,288
1999,810,799
2000,646,792
2001,538,712
2002,352,356
2003,301,704
2004,561,712
2005,287,572
2006,728,419
2007,156,589
2008,93,596
2009,575,468
2010,400,219
2011,496,355
2012,163,5
2013,850,761
2014,92,886
2015,237,193
2016,561,542
2017,49,358
2018,910,996
2019,348,384
2020,795,865
2021,999,352
2022,645,266
2023,631,76
2024,556,949
2025,604,58
2026,876,546
2027,611,705
2028,978,649
2029,714,706
2030,480,492
2031,946,484
2032,96,619
2033,597,939
2034,294,698
2035,41,167
2036,631,661
2037,863,192
2038,815,66
2039,819,201
2040,806,498
2041,110,692
2042,387,803
2043,556,765
2044,26,201
2045,699,360
2046,923,198
2047,643,825
2048,954,288
2049,512,361
2050,623,386
2051,815,351
2052,512,845
2053,195,120
2054,551,443
2055,229,878
2056,556,642
2057,821,435
2058,110,254
2059,670,518
2060,257,228
2061,556,550
2062,244,856
2063,483,243
2064,95,23
2065,255,887
2066,680,275
2067,925,665
2068,56,435
2069,910,370
2070,270,207
2071,905,193
2072,32,431
2073,332,953
2074,806,619
2075,963,114
2076,202,404
2077,369,168
2078,754,853
2079,111,707
2080,72,262
2081,889,853
2082,571,899
2083,402,599
2084,918,390
2085,607,46
2086,982,435
2087,981,52
2088,232,188
2089,964,555
2090,431,615
2091,237,488
2092,876,743
2093,660,869
2094,645,855
2095,310,560
2096,437,484
2097,566,495
2098,597,949
2099,154,97
2100,652,510
2101,215,276
2102,97,338
2103,785,830
2104,390,290
2105,35,225
2106,358,661
2107,73,990
2108,552,109
2109,42,709
2110,67,127
2111,828,501
2112,886,265
2113,450,357
2114,27,752
2115,741,712
2116,754,202
2117,876,54
2118,646,78
2119,801,992
2120,530,368
2121,670,450
2122,575,630
2123,388,313
2124,793,123
2125,272,380
2126,939,160
2127,386,337
2128,705,870
2129,62,541
2130,222,52
2131,35,474
2132,263,325
2133,972,898
2134,235,39
2135,631,89
2136,565,841
2137,845,626
2138,88,265
2139,182,185
