,person_1,person_2
359,7650,3254
360,1618,2259
361,9780,13658
362,17940,18177
363,15764,12771
364,13312,17727
365,8630,996
366,6253,5404
367,11714,14690
368,5736,1260
369,13923,13595
370,16492,12918
371,18431,12670
372,4094,6643
373,16073,9393
374,16384,18808
375,8805,5878
376,9961,13200
377,6093,8006
378,7163,4674
379,1780,7764
380,13308,14867
381,1162,6296
382,6093,1075
383,1500,8789
384,11144,16970
385,6405,3934
386,15327,14282
387,916,1464
388,8881,9140
389,1157,7113
390,7671,674
391,12289,10603
392,11413,12687
393,2765,2068
394,3902,1854
395,17703,4618
396,17990,17174
397,2628,894
398,9395,15719
399,2506,1106
400,14556,16413
401,6240,6565
402,7342,824
403,12550,16984
404,579,1612
405,17067,18429
406,5354,656
407,14380,10488
408,5978,8455
409,11205,17550
410,3489,4117
411,9820,11392
412,15201,16040
413,2914,1733
414,17703,2685
415,3428,2617
416,4372,1505
417,8670,6746
418,6521,2343
419,14919,18142
420,6061,298
421,2118,4022
422,3939,1782
423,14628,12560
424,8692,1290
425,10552,10119
426,13720,12597
427,18489,15927
428,370,9099
429,16723,11882
430,1515,4577
431,11053,18783
432,13848,17201
433,7540,3361
434,6769,8419
435,8497,75
436,18317,17415
437,10140,13649
438,4687,7338
439,13385,9821
440,8400,6500
441,6603,1142
442,2353,7339
443,7276,2998
444,7966,3679
445,3812,3479
446,16130,17626
447,4106,7882
448,13882,14931
449,5013,7494
450,2577,2221
451,10127,18404
452,17347,16424
453,6617,1879
454,1471,6578
455,17703,6371
456,16212,12773
457,2519,1333
458,116,1912
459,2919,2409
460,14860,18229
461,1640,323
462,7015,5320
463,903,3932
464,11063,17037
465,13926,14725
466,16313,11699
467,2733,3543
468,3041,6734
469,1759,2695
470,15044,11595
471,6982,6899
472,3419,3565
473,10433,13961
474,12426,18517
475,10696,15196
476,753,1697
477,17327,14204
478,16760,14766
479,1343,6679
480,3046,4783
481,5918,4642
482,16125,17432
483,8443,1777
484,8592,5920
485,8587,2706
486,6891,5906
487,872,2816
488,10562,13679
489,16166,17000
490,5558,6147
491,8170,3133
492,3159,3147
493,2771,7273
494,14651,18291
495,5825,2752
496,8269,5584
497,10977,15011
498,16697,12376
499,13418,11452
500,16998,9959
501,928,6089
502,15698,16773
503,8696,680
504,18295,12881
505,9754,18096
506,14592,15818
507,16370,14152
508,67,4395
509,6266,3986
510,835,3983
511,9804,10499
512,1607,2648
513,9324,799
514,16057,17786
515,4258,4591
516,4294,5653
517,9186,8615
518,18789,11671
519,17426,9727
520,1453,7677
521,10828,9940
522,5030,4889
523,4079,9307
524,13470,15338
525,136,7416
526,9075,1865
527,16970,15128
528,3601,4341
529,12389,10915
530,5480,6484
531,16898,14219
532,13695,17749
533,17223,12727
534,3517,517
535,8565,5206
536,6129,5142
537,2725,3511
538,1780,6042
539,17703,1231
540,3398,2426
541,7434,433
542,3512,5895
543,6739,720
544,1187,7213
545,10715,12970
546,1892,1072
547,13601,18875
548,10168,13631
549,16689,12784
550,13172,10576
551,15260,2884
552,7583,1034
553,12058,9497
554,3221,5371
555,2548,1177
556,4018,6892
557,15052,16114
558,5711,8660
559,17395,12153
560,15275,17270
561,4155,4665
562,11541,17479
563,6140,319
564,9577,14818
565,18435,10309
566,18662,13888
567,6169,3662
568,3978,52
569,6985,1260
570,16469,17206
571,18031,18610
572,9767,17011
573,13116,14432
574,5137,3458
575,10296,10577
576,18721,13744
577,13507,12305
578,18866,17996
579,15817,18295
580,18646,14281
581,16719,11340
582,2579,2443
583,8938,7715
584,12779,16723
585,12993,16933
586,17406,9734
587,17975,16882
588,8419,1150
589,6769,1272
590,4663,6471
591,5198,6506
592,4869,5579
593,18719,14370
594,3061,1717
595,6924,8224
596,15939,17820
597,10323,10232
598,10930,14370
599,18058,12802
600,17761,11731
601,8461,8750
602,17356,11924
603,17703,3706
604,1798,2554
605,2729,2988
606,17315,14263
607,16610,18480
608,12073,18821
609,8670,4960
610,13923,18228
611,13120,14039
612,13505,13100
613,15763,16862
614,5878,1304
615,17703,18827
616,18618,14467
617,16197,16076
618,9228,5039
619,13278,15596
620,1476,1523
621,7369,6305
622,6815,1620
623,10986,13336
624,9890,11748
625,5237,3048
626,11900,14688
627,18447,9481
628,8412,1768
629,15196,14401
630,13226,16519
631,9481,16808
632,12163,9993
633,12607,16873
634,4579,3107
635,2367,4381
636,12744,14854
637,14590,14211
638,5448,7246
639,650,6273
640,9390,10375
641,10167,9388
642,14029,14800
643,7400,4885
644,12,4702
645,2472,4797
646,6451,2149
647,13833,10937
648,15476,17067
649,4385,876
650,14231,9831
651,9096,7990
652,11909,10293
653,10953,14178
654,2766,7518
655,18141,10361
656,15506,16694
657,15217,16829
658,14818,15737
659,14092,14859
660,13207,10740
661,16144,11857
662,5106,6919
663,270,9212
664,606,790
665,304,1704
666,8728,7923
667,15142,17577
668,15849,9645
669,3277,4538
670,9880,15499
671,5025,10095
672,8157,8989
673,12454,13494
674,5412,1823
675,11177,13995
676,17874,11944
677,10865,14384
678,16846,10864
679,7953,8315
680,17593,11227
681,441,1695
682,11981,12314
683,17004,15575
684,15150,2296
685,17324,16391
686,11774,9599
687,2518,2767
688,16840,13827
689,10671,13123
690,8761,2954
691,277,1014
692,8908,4653
693,9728,11022
694,17703,7851
695,1825,8203
696,14870,13694
697,3921,5001
698,17703,11090
699,16733,15226
700,14492,10779
701,6588,6067
702,18258,16594
703,8372,4982
704,18689,15558
705,14843,16531
706,5178,3524
707,4250,7954
708,17703,9026
709,4370,8590
710,12307,12090
711,8441,7047
712,13317,10507
713,16147,15997
714,4229,6792
715,12925,12169
716,7986,2860
717,18493,14558
718,10173,16688
719,7151,1522
720,13415,16853
721,3787,6427
722,2470,4069
723,18686,11814
724,14057,14768
725,3889,840
726,2213,5256
727,6909,5254
728,14375,11179
729,3037,1756
730,15996,15752
731,416,7962
732,62,4724
733,10135,14792
734,12886,14952
735,16027,13839
736,17154,17496
737,8903,764
738,2037,6317
739,9766,13424
740,11509,11156
741,16742,10016
742,12789,11666
743,3649,863
744,18139,14314
745,12310,11829
746,7719,872
747,14294,10446
748,5860,9275
749,17558,13094
750,11041,12077
751,12955,14670
752,193,6809
753,7973,936
754,14441,16427
755,18298,14369
756,8294,4050
757,8728,4845
758,6778,2249
759,9567,16408
760,2212,3456
761,18435,13089
762,17723,15169
763,7683,4282
764,2180,2617
765,18030,12390
766,14399,18291
767,3934,3941
768,9849,11449
769,5795,7860
770,2370,338
771,4454,3879
772,10675,10540
773,11825,13360
774,18385,13464
775,9961,13016
776,13427,10341
777,15810,16105
778,14954,9683
779,14088,10014
780,11360,15080
781,8984,55
782,17703,15976
783,9629,12528
784,11130,15161
785,14252,18041
786,14484,15660
787,7510,5599
788,4891,775
789,16763,9583
790,9516,12033
791,5533,820
792,8808,4603
793,14582,14855
794,9056,6828
795,7710,1017
796,1906,4548
797,18146,15868
798,5186,3773
799,10614,10260
800,927,8587
801,14554,14076
802,6186,3987
803,6254,6805
804,3871,1311
805,7370,3477
806,8371,349
807,10197,17933
808,10366,9690
809,8356,5594
810,1835,1072
811,2270,16194
812,12951,11453
813,12371,14611
814,15840,16338
815,15393,11055
816,18859,16898
817,18859,15426
818,4398,5538
819,10664,12264
820,5269,4074
821,13556,17293
822,12673,13057
823,9529,13627
824,2483,4903
825,1651,2685
826,9592,16526
827,15037,17896
828,5786,335
829,9575,18701
830,10719,15301
831,4149,7659
832,9584,11953
833,6058,5595
834,13905,16849
835,13838,17319
836,7409,4006
837,8985,5466
838,6997,4940
839,18512,18266
840,3337,6823
841,3364,6916
842,2548,287
843,11604,17983
844,191,3745
845,17904,18031
846,8125,3736
847,14052,13946
848,15470,11935
849,13941,17222
850,11693,16474
851,5038,970
852,17493,18620
853,4277,1005
854,5183,2158
855,15745,10992
856,14068,11373
857,16773,18129
858,13205,9640
859,124,206
860,14817,12118
861,17822,5069
862,13265,11121
863,11759,18628
864,8593,7411
865,10226,18069
866,1308,2504
867,3925,9065
868,6303,669
869,16383,14611
870,6418,4527
871,12329,11609
872,12228,18582
873,14674,11453
874,11882,18556
875,17821,12993
876,4240,2543
877,10646,12028
878,7325,2787
879,2345,8768
880,5109,6033
881,4275,6549
882,223,7233
883,11242,18584
884,14118,14974
885,12228,10745
886,15600,14694
887,12875,9663
888,5244,8601
889,4515,8416
890,16084,17470
891,13440,11308
892,1124,5940
893,14143,11772
894,12432,14675
895,14426,18679
896,14699,11083
897,8688,4106
898,18861,9393
899,16493,9762
900,4392,7208
901,17703,1330
902,11872,14547
903,6403,2920
904,2268,3264
905,6980,3010
906,13231,9861
907,16873,16973
908,3782,7928
909,8348,3821
910,1373,339
911,14079,13747
912,1976,231
913,2330,8926
914,13885,9341
915,9730,14703
916,16999,10358
917,923,352
918,384,6936
919,8615,9186
920,4534,1214
921,14503,10776
922,10213,16682
923,12301,17376
924,10764,13787
925,2464,9056
926,4856,7288
927,18689,14723
928,3310,3482
929,8161,8059
930,4960,5244
931,18442,13531
932,3599,5825
933,12697,12284
934,4604,1313
935,2670,5481
936,8502,6244
937,10510,15070
938,9761,10256
939,2000,8408
940,13635,16841
941,16729,11972
942,10818,18597
943,11800,18829
944,9645,17901
945,17030,13184
946,10201,17585
947,6337,26
948,6601,6357
949,7662,8055
950,8503,3843
951,4769,6482
952,8108,1609
953,14795,17904
954,13506,17253
955,14725,13926
956,13160,12060
957,16691,10137
958,5597,7880
959,8862,2271
960,15101,12310
961,16635,15804
962,15150,10490
963,11733,12565
964,16084,17698
965,12683,18246
966,10883,16446
967,17746,10140
968,17703,9210
969,12401,10590
970,10303,13317
971,11632,18338
972,15724,10879
973,9777,16909
974,2154,7082
975,6065,5943
976,3576,7032
977,15890,18327
978,3540,471
979,15588,13614
980,10528,11597
981,17703,10786
982,5177,2194
983,4566,861
984,5040,1560
985,12238,13300
986,2542,2729
987,8355,6319
988,13770,12611
989,14702,5866
990,10437,9540
991,6880,3252
992,14915,10070
993,501,3311
994,15777,17826
995,5307,3010
996,15223,12011
997,4077,5607
998,17853,11236
999,13156,12199
1000,2270,14528
1001,2707,1448
1002,11041,14559
1003,18192,12913
1004,372,7854
1005,766,4936
1006,11186,14056
1007,8140,1189
1008,13302,14523
1009,17703,3377
1010,17703,18531
1011,15150,2237
1012,10543,12978
1013,5597,8679
1014,6420,8497
1015,12800,12057
1016,7269,4854
1017,9492,13330
1018,12978,13326
1019,11665,15116
1020,1576,447
1021,9029,8942
1022,7309,4255
1023,10,234
1024,2692,2231
1025,7472,908
1026,14909,13075
1027,12746,13157
1028,17193,13965
1029,14667,9468
1030,15150,17132
1031,17158,14588
1032,17551,13300
1033,490,3587
1034,18815,13443
1035,14208,9801
1036,3568,7285
1037,14775,12379
1038,4735,3705
1039,13763,5605
1040,6340,1828
1041,9717,17636
1042,13912,13798
1043,14494,10915
1044,16026,12502
1045,7224,6360
1046,3645,555
1047,17476,11844
1048,2312,6426
1049,4698,8313
1050,14361,14938
1051,15454,17947
1052,17874,15769
1053,16725,16899
1054,12782,16518
1055,15695,17416
1056,7304,4835
1057,17539,14559
1058,7409,6398
1059,13768,14666
1060,1395,1180
1061,9631,16070
1062,5947,6272
1063,7164,2111
1064,2315,4967
1065,16242,13578
1066,7227,4618
1067,553,6564
1068,5156,2634
1069,14582,17904
1070,8105,2369
1071,13864,11663
1072,3740,6240
1073,4319,2191
1074,2807,5543
1075,15181,18708
1076,11401,14716
1077,16916,18500
1078,9572,12634
1079,9227,5377
1080,4752,4676
1081,9840,10597
1082,8856,1802
1083,5380,2186
1084,12237,9788
1085,15550,12309
1086,11362,14763
1087,7208,877
1088,18691,12184
1089,11920,16168
1090,103,7428
1091,14387,14309
1092,6899,9300
1093,11384,15177
1094,257,8601
1095,1712,1736
1096,17703,17760
1097,3022,7469
1098,17703,11058
1099,17874,10526
1100,18161,17737
1101,15904,9570
1102,14561,16051
1103,12000,15742
1104,16570,17698
1105,14644,13464
1106,17654,13544
1107,6620,4709
1108,7418,4250
1109,6250,2386
1110,13139,10687
1111,12232,11944
1112,14066,13531
1113,6546,5051
1114,9299,172
1115,6348,4819
1116,13819,16219
1117,4676,4374
1118,1862,361
1119,13276,17687
1120,8965,5671
1121,9244,3568
1122,9157,4744
1123,17868,18018
1124,12058,18129
1125,3131,3398
1126,8974,4364
1127,12684,13494
1128,10701,13454
1129,6127,6944
1130,18635,12089
1131,3378,2891
1132,16028,15319
1133,13606,17531
1134,6642,8124
1135,6672,7396
1136,10626,10474
1137,11335,13890
1138,10342,15488
1139,14093,17041
1140,5209,2681
1141,9743,11357
1142,2937,15112
1143,12294,14496
1144,8775,5803
1145,17449,14727
1146,6830,1753
1147,3565,6400
1148,12130,12264
1149,9961,13621
1150,4663,1756
1151,6722,4416
1152,13092,11445
1153,9082,4339
1154,15903,17503
1155,5850,8461
1156,18328,10538
1157,2583,1461
1158,792,8735
1159,11853,9424
1160,2288,749
1161,15387,10844
1162,14573,14284
1163,6531,3087
1164,8525,717
1165,5275,3847
1166,16559,18230
1167,11095,9746
1168,8411,8944
1169,18791,16414
1170,8680,1870
1171,13464,16733
1172,2542,1230
1173,903,4137
1174,16636,16151
1175,5611,11
1176,6033,1276
1177,16732,9558
1178,17110,13894
1179,13288,10047
1180,16713,14828
1181,18477,18622
1182,2301,8211
1183,15393,13623
1184,10633,12994
1185,14301,11984
1186,1402,3855
1187,6638,6737
1188,9166,4245
1189,11788,17786
1190,10841,11708
1191,11085,15246
1192,10779,18713
1193,12741,10381
1194,16807,11350
1195,3671,2263
1196,10703,11241
1197,14488,9939
1198,5521,6950
1199,18709,10562
1200,13400,12324
1201,3107,1879
1202,11446,16234
1203,16644,12133
1204,2234,5965
1205,7506,5589
1206,16718,11816
1207,2044,8218
1208,10470,18319
1209,13052,10193
1210,6939,1211
1211,1410,7409
1212,13780,12643
1213,6325,8494
1214,7432,4118
1215,13757,10833
1216,828,1107
1217,1084,3889
1218,15590,13208
1219,17703,209
1220,8419,8970
1221,1200,7043
1222,15282,14929
1223,10160,18055
1224,10794,14594
1225,17074,12611
1226,10477,18865
1227,16264,12920
1228,15084,11147
1229,15975,11848
1230,12065,13188
1231,7153,5212
1232,210,4113
1233,2950,8902
1234,3016,1461
1235,2702,6098
1236,1373,7140
1237,17505,14075
1238,1304,7321
1239,1667,5495
1240,17703,9419
1241,13145,10499
1242,12920,14125
1243,10863,12969
1244,894,3511
1245,11909,11931
1246,4699,3107
1247,9109,7709
1248,12203,18157
1249,8557,6171
1250,11964,9490
1251,15357,13868
1252,10487,10008
1253,10630,13074
1254,5407,3768
1255,319,5697
1256,5371,7590
1257,9610,11489
1258,15235,14614
1259,2994,7714
1260,7778,1500
1261,15724,15973
1262,3785,5480
1263,4827,1439
1264,7414,860
1265,15168,13918
1266,17703,7038
1267,10818,16603
1268,18637,11135
1269,3041,6852
1270,288,6297
1271,18362,17648
1272,10476,11820
1273,18842,14670
1274,4769,2566
1275,9131,1939
1276,222,2559
1277,14092,9517
1278,18598,13046
1279,8565,3940
1280,5630,1584
1281,10546,16306
1282,16124,18095
1283,12986,14073
1284,7485,4653
1285,11201,15291
1286,15174,13410
1287,15405,10545
1288,15150,9905
1289,14915,9534
1290,12908,10937
1291,2343,3775
1292,12168,13732
1293,17426,17338
1294,492,4450
1295,10381,18510
1296,14171,15696
1297,5190,3165
1298,10700,18562
1299,8070,5514
1300,17546,11402
1301,15948,15864
1302,14545,9955
1303,3236,9295
1304,17189,9935
1305,11541,13889
1306,870,8591
1307,11157,12614
1308,7486,8177
1309,16626,14595
1310,3131,7965
1311,15560,13000
1312,13217,17721
1313,17703,12843
1314,16525,13776
1315,10279,18865
1316,17654,14756
1317,2510,4817
1318,1400,4312
1319,17331,13575
1320,8871,6444
1321,16578,9529
1322,7798,4766
1323,15936,14668
1324,9151,7549
1325,3311,3588
1326,10411,14119
1327,14524,10303
1328,5540,7093
1329,3477,427
1330,6311,2501
1331,9737,15424
1332,17822,13395
1333,4769,7330
1334,6715,2755
1335,2000,4561
1336,5299,1968
1337,18690,13938
1338,16221,12215
1339,3591,4339
1340,14423,10527
1341,12598,16929
1342,18737,12125
1343,12280,15010
1344,8750,6419
1345,12883,9742
1346,11100,18291
1347,15198,16590
1348,13886,13834
1349,12978,18633
1350,16886,12523
1351,13353,15847
1352,1407,2551
1353,3658,4136
1354,3560,7197
1355,96,3589
1356,7263,9267
1357,15880,15413
1358,9261,3831
1359,7606,8902
1360,1245,6160
1361,18730,9632
1362,4138,8862
1363,7339,168
1364,5814,6395
1365,8240,2141
1366,15510,13647
1367,5009,8118
1368,3780,1865
1369,552,3268
1370,15099,10795
1371,6219,1584
1372,15192,18284
1373,2308,1147
1374,17703,5415
1375,4676,8479
1376,14931,15735
1377,3348,7711
1378,16563,14893
1379,5244,2703
1380,4628,8632
1381,3105,1269
1382,17486,9889
1383,10164,15695
1384,18091,15845
1385,2215,9135
1386,6781,6667
1387,5391,4391
1388,11430,15872
1389,2977,8915
1390,14511,14333
1391,18218,9782
1392,265,6522
1393,3044,6401
1394,15754,17194
1395,6780,2870
1396,14685,18455
1397,18549,16074
1398,16729,16740
1399,9064,8997
1400,10215,11677
1401,16716,9583
1402,10874,18254
1403,4896,2115
1404,570,5301
1405,17731,16601
1406,4734,7842
1407,17703,12050
1408,4887,2800
1409,11676,14178
1410,3973,6863
1411,7591,40
1412,13408,16257
1413,8809,1731
1414,14561,12933
1415,11122,17534
1416,17259,10390
1417,2610,8292
1418,4769,2860
1419,11301,12252
1420,13304,12114
1421,17683,17086
1422,5978,4110
1423,15308,17861
1424,10229,3100
1425,16594,10872
1426,18208,16023
1427,18497,13790
1428,13697,13358
1429,4641,1874
1430,9825,10064
1431,14896,17458
1432,5887,8127
1433,11401,10576
1434,8204,987
1435,6601,6843
1436,5943,8494
1437,15234,9503
1438,10023,16682
1439,14867,16810
1440,1518,8088
1441,2801,3392
1442,3038,2607
1443,8181,5313
1444,16212,13986
1445,14632,17715
1446,13507,13117
1447,8712,5938
1448,9629,17767
1449,11531,15007
1450,17570,17946
1451,1353,6050
1452,17950,10075
1453,288,533
1454,3588,3701
1455,570,1422
1456,13328,14566
1457,3065,2300
1458,16200,18354
1459,13625,11474
1460,17703,2376
1461,13669,15091
1462,10344,9506
1463,8789,4286
1464,2824,813
1465,18283,17576
1466,16425,14753
1467,4460,3905
1468,13428,10070
1469,4970,7322
1470,3638,3344
1471,4497,4698
1472,16596,10363
1473,237,9199
1474,193,2095
1475,11536,18422
1476,1592,620
1477,6915,3584
1478,1135,1609
1479,12695,9927
1480,8453,1860
1481,5996,7953
1482,1104,9105
1483,14231,14503
1484,9247,2424
1485,7687,3348
1486,18314,14569
1487,15141,16206
1488,15579,13882
1489,2861,5086
1490,8670,6852
1491,18428,13987
1492,17648,17638
1493,17703,6165
1494,16692,18031
1495,18226,10059
1496,18012,10366
1497,13633,18484
1498,17710,9660
1499,4340,4455
1500,8904,5956
1501,9766,16889
1502,12075,10347
1503,13841,15573
1504,96,3735
1505,14085,9935
1506,17661,9869
1507,4819,1250
1508,9961,16045
1509,4850,1224
1510,4839,7357
1511,7406,4969
1512,17728,15183
1513,6974,7224
1514,18090,17236
1515,11331,10871
1516,6446,6219
1517,8815,2167
1518,1618,7164
1519,2742,8932
1520,10444,16188
1521,12779,9560
1522,17703,9648
1523,8402,1278
1524,18224,17518
1525,1551,6251
1526,15456,14847
1527,18869,16626
1528,11990,12898
1529,800,1906
1530,15344,12206
1531,13889,13425
1532,13685,13777
1533,11762,11087
1534,12361,14105
1535,16680,17318
1536,2267,9189
1537,5970,193
1538,2581,3801
1539,10008,16485
1540,18847,14299
1541,14218,11698
1542,838,4811
1543,8759,1803
1544,6606,6029
1545,5777,222
1546,2486,5682
1547,6526,2148
1548,4251,4018
1549,13987,17965
1550,10824,13483
1551,11,657
1552,7165,8704
1553,10023,12678
1554,15743,11242
1555,4374,549
1556,1055,5520
1557,2504,3560
1558,17887,13996
1559,7280,3413
1560,8208,4833
1561,9974,18045
1562,2604,4339
1563,9847,17437
1564,18167,14823
1565,17703,9934
1566,3671,5216
1567,12650,17618
1568,1909,851
1569,4469,1211
1570,2641,598
1571,91,7843
1572,16610,9714
1573,11830,18498
1574,16464,9829
1575,17997,13731
1576,841,7614
1577,1012,7341
1578,125,6099
1579,5764,2889
1580,18312,16884
1581,9969,14732
1582,1939,2315
1583,9011,6263
1584,4528,899
1585,8503,218
1586,4843,4034
1587,7008,2678
1588,7311,6453
1589,8670,7660
1590,10226,11746
1591,8232,9100
1592,10776,13091
1593,9769,10863
1594,11802,12418
1595,12522,15111
1596,9961,16334
1597,8733,3812
1598,6093,782
1599,16256,17278
1600,7304,6321
1601,12897,13058
1602,1554,1812
1603,14332,9649
1604,7113,6401
1605,17552,9555
1606,11981,12640
1607,10796,13110
1608,4988,657
1609,16629,17332
1610,447,608
1611,18021,13206
1612,10096,14350
1613,9199,186
1614,11684,18800
1615,13426,9794
1616,17463,18326
1617,13244,14125
1618,14343,15460
1619,7009,3685
1620,6552,6649
1621,17301,15982
1622,7009,9245
1623,18416,11635
1624,11535,14331
1625,15778,13098
1626,3627,7237
1627,6093,842
1628,14411,14312
1629,10538,18785
1630,7928,3769
1631,13716,18804
1632,1870,33
1633,16142,16527
1634,3423,8545
1635,1186,7652
1636,17492,16323
1637,1047,840
1638,12287,13800
1639,16838,13028
1640,5662,2099
1641,6461,7653
1642,17244,9389
1643,10201,13383
1644,17665,16978
1645,9981,14396
1646,18679,15354
1647,3601,8858
1648,8141,6747
1649,7768,3737
1650,18836,17656
1651,5671,2054
1652,4442,8037
1653,18109,11241
1654,14867,18140
1655,7770,1711
1656,12955,16413
1657,4911,8837
1658,8911,377
1659,12800,11551
1660,11790,14776
1661,9695,17551
1662,2270,9917
1663,18295,16723
1664,16671,10110
1665,13432,17709
1666,118,1237
1667,12348,18517
1668,15959,13561
1669,6536,7383
1670,9540,9643
1671,8047,7982
1672,8516,3912
1673,2368,6240
1674,2143,2989
1675,5415,3426
1676,17832,11234
1677,6613,660
1678,4051,8376
1679,9739,17702
1680,17439,18003
1681,11699,17544
1682,13262,15044
1683,455,5449
